x,y,area,height
456,3374,26.605,25.42396078431375
6767,3340,13.68,21.42396078431375
6699,3334,11.06,24.42396078431375
5251,3374,33.985,14.42396078431375
4883,3317,0.415,5.423960784313749
793,3315,0.27,14.42396078431375
5517,3313,0.415,2.423960784313749
1035,3328,16.22,21.42396078431375
6086,3309,2.405,14.42396078431375
2932,3329,17.585,30.42396078431375
764,3301,0.18,15.42396078431375
6264,3377,58.95,2.576039215686251
5551,3293,0.09,0.5760392156862508
3865,3326,27.495,25.42396078431375
3472,3318,15.695,24.42396078431375
3053,3323,20.385,38.42396078431375
798,3296,1.915,16.42396078431375
5947,3310,20.91,16.42396078431375
5544,3286,0.04,0.5760392156862508
5424,3326,17.08,22.42396078431375
2856,3307,10.44,22.42396078431375
6177,3296,7.905,8.423960784313749
6128,3296,9.175000000000001,14.42396078431375
5309,3295,6.015,16.42396078431375
960,3297,7.445,17.42396078431375
904,3301,13.57,26.42396078431375
4760,3286,4.68,4.423960784313749
3951,3297,21.125,3.576039215686251
3663,3309,40.455,14.42396078431375
314,3278,1.9,20.42396078431375
33,3275,1,16.42396078431375
5874,3277,7.345,18.42396078431375
4612,3264,0.2,4.423960784313749
826,3268,1.92,16.42396078431375
5416,3269,8.065,11.42396078431375
4905,3280,17.09,10.42396078431375
4637,3278,8.390000000000001,17.42396078431375
4893,3250,0.04,4.423960784313749
2656,3254,0.525,0.5760392156862508
6971,3242,0.12,7.423960784313749
5039,3242,0.09,4.423960784313749
2922,3251,1.29,4.423960784313749
1279,3309,68.48,31.42396078431375
6963,3235,0.04,7.423960784313749
5386,3245,2.62,11.42396078431375
5231,3257,16.16,24.42396078431375
4826,3255,22.565,25.42396078431375
3654,3249,6.585,11.42396078431375
2966,3250,8.619999999999999,19.42396078431375
5493,3230,1.745,12.42396078431375
5455,3236,10.025,12.42396078431375
3624,3231,4.02,6.423960784313749
3408,3258,24.11,35.42396078431375
2632,3220,0.08,2.576039215686251
812,3224,0.2,8.423960784313749
6202,3213,0.06,1.576039215686251
5915,3233,8.154999999999999,12.42396078431375
5419,3217,1.85,9.423960784313749
4623,3230,7.61,4.423960784313749
3863,3224,1.34,0.4239607843137492
6726,3212,1.695,12.42396078431375
6690,3223,5.81,23.42396078431375
6185,3239,14.025,14.42396078431375
2939,3218,3.815,8.423960784313749
6127,3226,21.585,18.42396078431375
5966,3234,14.925,18.42396078431375
5061,3237,14.665,13.42396078431375
3748,3232,20.72,7.423960784313749
3416,3207,2.425,16.42396078431375
2847,3230,15.98,11.42396078431375
5083,3191,0.06,4.423960784313749
6296,3212,15.76,17.42396078431375
2989,3204,10.475,21.42396078431375
2640,3184,0.07000000000000001,1.576039215686251
6891,3195,6.665,24.42396078431375
6781,3189,2.585,12.42396078431375
6389,3207,19.455,21.42396078431375
6195,3176,0.06,1.576039215686251
5152,3204,17.1,22.42396078431375
1529,3176,0.06,1.576039215686251
6814,3174,1.26,11.42396078431375
6180,3173,0.3,1.576039215686251
5742,3169,0.04,1.576039215686251
3659,3178,5.05,12.42396078431375
6217,3162,0.04,1.576039215686251
5393,3186,6.225,25.42396078431375
3228,3175,5.985,19.42396078431375
6944,3167,4.4,15.42396078431375
6144,3154,0.06,1.576039215686251
5663,3416,1041.355,2.576039215686251
4773,3173,6.06,14.42396078431375
3096,3164,5.765,13.42396078431375
1082,3161,1.85,9.423960784313749
1046,3193,17.975,15.42396078431375
983,3170,8.56,16.42396078431375
6479,3214,97.38500000000001,2.576039215686251
5496,3166,6.325,12.42396078431375
6743,3151,2,12.42396078431375
6268,3140,0.06,1.576039215686251
6199,3140,0.2,1.576039215686251
4841,3154,5.23,6.423960784313749
3816,3147,0.57,1.576039215686251
6719,3127,0.365,9.423960784313749
6070,3156,29.18,22.42396078431375
5335,3168,30.215,15.42396078431375
5054,3153,18.89,17.42396078431375
4925,3147,26.035,5.423960784313749
3785,3140,8.285,12.42396078431375
6246,3118,0.06,1.576039215686251
6182,3122,0.455,2.576039215686251
3077,3132,2.625,12.42396078431375
6953,3123,2.74,14.42396078431375
6261,3111,0.04,1.576039215686251
6188,3111,0.04,2.576039215686251
5529,3111,0.06,3.423960784313749
5486,3111,0.04,9.423960784313749
5287,3128,9.025,13.42396078431375
6276,3103,0.06,1.576039215686251
6100,3103,0.06,0.5760392156862508
5273,3103,0.09,3.423960784313749
2910,3143,31.01,22.42396078431375
2768,3103,0.27,0.4239607843137492
768,3103,0.09,6.423960784313749
6590,3096,0.04,8.423960784313749
5657,3118,10.71,10.42396078431375
38,3105,4.525,22.42396078431375
6276,3089,0.04,1.576039215686251
3565,3107,8.885,14.42396078431375
6751,3085,0.2,8.423960784313749
6295,3086,0.365,0.4239607843137492
5710,3100,12.64,16.42396078431375
732,3140,68.08499999999999,26.42396078431375
6004,3088,4.18,2.423960784313749
682,3078,1.215,18.42396078431375
3452,3092,29,29.42396078431375
2874,3080,5.085,15.42396078431375
2820,3092,16.49,8.423960784313749
915,3108,55.67,3.423960784313749
6869,3072,2.505,15.42396078431375
6305,3063,0.2,1.576039215686251
5308,3080,9.279999999999999,16.42396078431375
6709,3071,7.86,21.42396078431375
6372,3077,12.39,13.42396078431375
6276,3052,0.04,2.576039215686251
6236,3081,23.705,16.42396078431375
5955,3063,4.665,2.423960784313749
5152,3070,6.93,8.423960784313749
3065,3052,0.04,7.423960784313749
6261,3045,0.04,2.576039215686251
6217,3045,0.04,2.576039215686251
6195,3045,0.05,2.576039215686251
5846,3067,18.96,17.42396078431375
4715,3167,138.265,0.5760392156862508
6268,3037,0.09,2.576039215686251
6250,3037,0.3,2.576039215686251
858,3043,1.775,13.42396078431375
352,3064,14.585,26.42396078431375
6232,3034,0.2,2.576039215686251
4848,3050,14.48,11.42396078431375
4798,3030,0.04,0.5760392156862508
3336,3056,13.85,27.42396078431375
6483,3055,16.99,15.42396078431375
6257,3023,0.18,2.576039215686251
6254,3008,0.04,2.576039215686251
6237,3013,1.415,2.576039215686251
6155,3012,1,2.576039215686251
5197,3029,8.220000000000001,15.42396078431375
3556,3036,16.225,15.42396078431375
3189,3035,20.92,16.42396078431375
77,3023,7.29,26.42396078431375
6166,3051,28.765,16.42396078431375
6405,3002,0.535,0.4239607843137492
6217,3001,0.04,2.576039215686251
419,3027,15.505,32.42396078431375
2847,3021,18.46,21.42396078431375
6839,2990,0.2,9.423960784313749
5944,3003,9.27,11.42396078431375
5113,2986,0.04,1.576039215686251
2970,3038,55.6,17.42396078431375
433,2991,0.5649999999999999,24.42396078431375
6203,2993,0.99,2.576039215686251
6230,2986,0.59,2.576039215686251
5835,3003,13.865,22.42396078431375
4697,3007,15.72,18.42396078431375
2757,2979,0.06,1.576039215686251
6169,2978,0.27,2.576039215686251
6679,2986,7.765,17.42396078431375
6511,2977,0.325,5.423960784313749
6371,2972,0.04,1.576039215686251
5120,2972,0.04,1.576039215686251
6356,2964,0.06,1.576039215686251
5182,2964,0.3,0.4239607843137492
3485,2978,3.84,26.42396078431375
6363,2957,0.06,1.576039215686251
6341,2957,0.06,2.576039215686251
6140,2974,4,1.576039215686251
3282,2970,3.41,6.423960784313749
8,2965,3.09,25.42396078431375
6195,2968,10.145,2.576039215686251
848,2974,18.805,15.42396078431375
6349,2942,0.06,2.576039215686251
6173,2942,0.06,2.576039215686251
6144,2946,0.2,1.576039215686251
5594,2948,2.405,8.423960784313749
5063,2982,26.595,10.42396078431375
3730,2942,0.06,1.576039215686251
3716,2942,0.06,0.5760392156862508
3247,2942,0.09,5.423960784313749
980,2942,0.06,8.423960784313749
665,2956,5.145,17.42396078431375
263,2974,21.64,30.42396078431375
192,2963,11.605,25.42396078431375
6222,2941,0.695,2.576039215686251
6202,2935,0.06,2.576039215686251
5570,2935,0.2,6.423960784313749
4901,2982,66.73,11.42396078431375
6126,2928,0.2,1.576039215686251
5182,2928,0.2,0.5760392156862508
782,2932,1.78,18.42396078431375
736,2950,9.595000000000001,14.42396078431375
6180,2920,0.09,2.576039215686251
6003,2953,27.37,29.42396078431375
5719,2930,1.7,14.42396078431375
5501,3013,94.105,18.42396078431375
4709,2942,10.475,11.42396078431375
3718,2922,0.455,0.5760392156862508
6967,2926,2.32,16.42396078431375
6385,2913,0.06,2.576039215686251
4070,2917,0.9,1.576039215686251
3855,2913,0.04,2.576039215686251
3255,2923,2.07,9.423960784313749
4286,2906,0.05,1.576039215686251
697,2914,1.775,21.42396078431375
4059,2902,0.3,1.576039215686251
3599,2932,30.48,23.42396078431375
3204,2902,0.2,5.423960784313749
4206,2891,0.04,0.5760392156862508
6153,2904,4.555,1.423960784313749
3906,2884,0.04,2.576039215686251
3169,2922,28.545,27.42396078431375
1494,2902,12.655,15.42396078431375
1086,2884,0.2,8.423960784313749
6693,2891,7.06,19.42396078431375
6137,2876,0.06,1.576039215686251
5853,2890,3.995,9.423960784313749
4059,2880,0.3,1.576039215686251
3939,2876,0.3,2.576039215686251
3913,2876,0.06,2.576039215686251
3257,2883,1.7,13.42396078431375
6919,2889,13.765,29.42396078431375
6079,2889,11.44,11.42396078431375
4037,2869,0.06,1.576039215686251
2983,2910,42.28,18.42396078431375
5786,2862,0.04,0.5760392156862508
5103,2864,0.415,2.423960784313749
3942,2862,0.06,2.576039215686251
3314,2883,11.17,22.42396078431375
6100,2861,0.66,1.423960784313749
3679,2894,38.3,18.42396078431375
892,2854,0.06,10.42396078431375
6173,2847,0.04,1.576039215686251
6071,2840,0.04,1.576039215686251
5983,2840,0.04,1.576039215686251
5642,2855,7.355,14.42396078431375
5530,2858,11.57,22.42396078431375
5020,2881,39.25,27.42396078431375
6829,2837,0.465,8.423960784313749
6090,2838,0.385,1.576039215686251
5369,2833,0.04,8.423960784313749
3520,2853,15.975,23.42396078431375
1616,2833,0.06,1.576039215686251
317,2854,12.565,36.42396078431375
6641,2829,0.3,5.423960784313749
5998,2868,18.115,16.42396078431375
5175,2830,1.215,3.423960784313749
3167,2825,0.06,7.423960784313749
2918,2825,0.09,2.423960784313749
6769,2818,0.18,7.423960784313749
6445,2897,54.34,12.42396078431375
6312,2818,0.04,2.576039215686251
5898,2837,4.775,13.42396078431375
5231,2849,15.675,19.42396078431375
3160,2818,0.04,5.423960784313749
5869,2819,1.915,8.423960784313749
43,2829,10.255,34.42396078431375
6319,2803,0.09,2.576039215686251
4846,2803,0.3,0.5760392156862508
888,2821,7.13,20.42396078431375
6282,2810,3.32,2.576039215686251
6956,2824,18.195,22.42396078431375
6311,2908,196.085,2.576039215686251
5090,2807,4.4,13.42396078431375
1195,2834,22.5,16.42396078431375
710,2809,1.575,18.42396078431375
6254,2796,0.08,2.576039215686251
6239,2795,0.09,2.576039215686251
6327,2789,0.04,2.576039215686251
6231,2821,7.81,3.576039215686251
6162,2803,7.52,17.42396078431375
4421,2798,1.045,11.42396078431375
6268,2792,0.47,2.576039215686251
6356,2781,0.06,1.576039215686251
4764,2847,61.03,12.42396078431375
4328,2824,32.33,25.42396078431375
3233,2804,16.145,22.42396078431375
6378,2778,0.2,1.576039215686251
6312,2774,0.04,2.576039215686251
3481,2792,7.01,15.42396078431375
917,2796,7.205,20.42396078431375
6276,2778,0.4,2.576039215686251
6971,2774,0.68,11.42396078431375
6061,2798,32.825,18.42396078431375
4886,2793,22.885,16.42396078431375
3366,2810,30.63,15.42396078431375
6299,2775,1.775,2.576039215686251
5961,2763,0.2,8.423960784313749
4886,2759,0.06,1.423960784313749
3418,2770,5.93,8.423960784313749
658,2768,3.765,20.42396078431375
6276,2759,0.13,2.576039215686251
4575,2769,9.91,15.42396078431375
3190,2761,2.555,4.423960784313749
1660,2752,0.04,2.576039215686251
6933,2745,0.05,5.423960784313749
6071,2745,0.04,1.576039215686251
6042,2745,0.04,1.576039215686251
4491,2745,0.04,1.423960784313749
3236,2745,0.18,2.423960784313749
1078,2762,13.095,12.42396078431375
597,2746,0.345,19.42396078431375
6704,2757,17.74,14.42396078431375
6063,2737,0.09,1.576039215686251
5989,2751,7.345,10.42396078431375
5922,2762,14.115,28.42396078431375
5774,2787,37,6.423960784313749
4523,2754,10.54,15.42396078431375
4447,2737,0.06,1.423960784313749
1392,2760,13.785,14.42396078431375
5277,2734,1,0.4239607843137492
3006,2742,6.64,19.42396078431375
1616,2730,0.08,1.576039215686251
884,2746,10.485,22.42396078431375
61,2743,2.84,29.42396078431375
6875,2723,0.06,6.423960784313749
6100,2723,0.04,1.576039215686251
5620,2766,36.71,19.42396078431375
3645,2769,54.985,2.576039215686251
1667,2723,0.06,1.576039215686251
969,2748,10.78,17.42396078431375
6078,2715,0.06,1.576039215686251
5495,2739,22.71,23.42396078431375
5252,2715,0.06,0.5760392156862508
1653,2715,0.06,1.576039215686251
4375,2728,11.595,7.423960784313749
5715,2719,12.42,19.42396078431375
997,2708,1.7,14.42396078431375
932,2718,8.93,22.42396078431375
6911,2725,17.58,16.42396078431375
6274,2739,44.055,8.423960784313749
6085,2694,0.06,1.576039215686251
6063,2694,0.06,1.576039215686251
1330,2701,3.065,9.423960784313749
6268,2686,0.09,1.576039215686251
5356,2688,0.485,0.5760392156862508
3543,2710,9.529999999999999,20.42396078431375
960,2691,0.415,11.42396078431375
6645,2724,33.105,19.42396078431375
6115,2679,0.04,1.576039215686251
5182,2741,49.12,2.576039215686251
4966,2693,3.33,10.42396078431375
4488,2709,19.91,23.42396078431375
4469,2679,0.04,3.423960784313749
1290,2709,14.895,24.42396078431375
3741,2675,0.9,3.423960784313749
3711,2686,7.66,18.42396078431375
6789,2686,11.78,19.42396078431375
6115,2664,0.06,1.576039215686251
6085,2664,0.09,1.576039215686251
4835,2696,17.74,15.42396078431375
3182,2664,0.06,2.423960784313749
5131,2661,1,0.4239607843137492
351,2664,1.06,19.42396078431375
6878,2672,14.88,24.42396078431375
6118,2650,0.18,1.576039215686251
5975,2675,17.18,23.42396078431375
4745,2686,17.34,5.423960784313749
4670,2691,37.27,24.42396078431375
3440,2680,28.18,34.42396078431375
6098,2647,0.385,1.576039215686251
3756,2649,1.85,11.42396078431375
3288,2652,1.31,4.423960784313749
3035,2675,24.99,18.42396078431375
6085,2635,0.06,1.576039215686251
5814,2655,9.164999999999999,14.42396078431375
5567,2672,29.74,14.42396078431375
785,2650,4.805,15.42396078431375
620,2647,2.555,19.42396078431375
5661,2651,12.2,12.42396078431375
4265,2703,172.9,2.576039215686251
2870,2637,1.185,1.576039215686251
6122,2620,0.06,1.576039215686251
4892,2654,20.32,19.42396078431375
1132,2636,3.99,14.42396078431375
985,2637,8.105,19.42396078431375
6489,2654,36.79,13.42396078431375
5893,2615,0.445,5.423960784313749
5758,2636,14.575,24.42396078431375
5222,2643,40.79,2.576039215686251
4454,2636,11.51,20.42396078431375
6173,2606,0.04,0.5760392156862508
5610,2606,0.04,4.423960784313749
3226,2653,45.995,21.42396078431375
2918,2606,0.06,0.5760392156862508
6912,2598,0.06,3.423960784313749
5237,2598,0.06,1.576039215686251
5215,2598,0.06,1.576039215686251
695,2605,0.34,14.42396078431375
6793,2610,9.005000000000001,12.42396078431375
6289,2614,12.94,18.42396078431375
5452,2607,5.575,5.423960784313749
3594,2617,13.83,18.42396078431375
6402,2610,20.995,16.42396078431375
6129,2584,0.06,1.576039215686251
5639,2604,14.2,18.42396078431375
3729,2614,13.095,16.42396078431375
491,2629,24.37,19.42396078431375
2842,2578,0.455,1.576039215686251
1368,2576,0.06,6.423960784313749
1225,2610,23.045,26.42396078431375
6568,2569,0.04,1.423960784313749
6093,2569,0.04,1.576039215686251
1602,2569,0.04,1.576039215686251
1567,2576,2.07,2.576039215686251
689,2578,4.765,17.42396078431375
6274,2569,3.04,13.42396078431375
5807,2569,1.85,7.423960784313749
3655,2632,66.405,12.42396078431375
923,2580,16.205,25.42396078431375
5394,2576,17.19,20.42396078431375
785,2555,1.845,13.42396078431375
746,2559,3.59,13.42396078431375
5295,2558,18.08,10.42396078431375
4343,2554,6.79,20.42396078431375
1344,2572,15.92,10.42396078431375
6458,2556,17.63,27.42396078431375
4637,2558,21.58,22.42396078431375
6967,2547,4.24,11.42396078431375
819,2537,2.16,10.42396078431375
483,2525,0.06,14.42396078431375
5574,2538,9.56,10.42396078431375
5530,2527,2.625,9.423960784313749
3730,2518,0.04,9.423960784313749
3358,2535,6.395,22.42396078431375
218,2538,9.34,27.42396078431375
6361,2531,15.22,17.42396078431375
5056,2552,39.435,3.423960784313749
3408,2514,0.27,14.42396078431375
14,2511,0.06,18.42396078431375
6019,2564,72.51000000000001,2.576039215686251
4220,2529,16.44,17.42396078431375
3295,2547,38.115,28.42396078431375
1258,2528,14.875,19.42396078431375
1163,2528,11.51,20.42396078431375
678,2506,1.145,15.42396078431375
6142,2525,15.575,11.42396078431375
6100,2496,0.04,1.576039215686251
5436,2503,2.6,4.423960784313749
5129,2523,20.515,12.42396078431375
6129,2489,0.06,1.576039215686251
5760,2508,11.905,18.42396078431375
1301,2510,7.73,12.42396078431375
100,2507,9.585000000000001,24.42396078431375
6588,2540,45.88,25.42396078431375
6044,2492,7.05,5.423960784313749
781,2507,11.795,16.42396078431375
372,2512,18.545,20.42396078431375
6118,2474,0.18,1.576039215686251
5287,2487,10.905,13.42396078431375
17,2483,3.96,25.42396078431375
6943,2499,15.31,6.423960784313749
2958,2524,52.125,21.42396078431375
2904,2467,0.04,1.576039215686251
6858,2487,25.75,26.42396078431375
6507,2461,0.445,8.423960784313749
892,2478,4.875,20.42396078431375
852,2466,1.85,12.42396078431375
3862,2459,0.09,2.423960784313749
5707,2478,7.67,15.42396078431375
5038,2473,22.515,12.42396078431375
2084,2452,0.06,1.576039215686251
1048,2488,18.05,26.42396078431375
589,2459,1.7,17.42396078431375
6900,2453,1.915,12.42396078431375
6071,2445,0.04,1.576039215686251
5607,2464,10.395,15.42396078431375
4292,2485,39.145,19.42396078431375
4228,2445,0.04,1.576039215686251
5113,2444,0.05,4.423960784313749
6151,2437,0.09,2.576039215686251
5209,2453,10.16,9.423960784313749
6604,2450,11.105,18.42396078431375
6192,2483,25.6,10.42396078431375
6173,2430,0.04,2.576039215686251
5391,2456,20.45,19.42396078431375
6224,2423,0.06,2.576039215686251
5948,2445,11.78,10.42396078431375
5443,2440,11.82,8.423960784313749
5078,2432,1.295,14.42396078431375
3056,2448,27.08,20.42396078431375
182,2428,0.49,17.42396078431375
5659,2432,6.685,11.42396078431375
5391,2416,0.04,7.423960784313749
1385,2448,30.965,23.42396078431375
6776,2475,64.06999999999999,10.42396078431375
6173,2408,0.06,2.576039215686251
6151,2408,0.09,2.576039215686251
6133,2408,0.3,2.576039215686251
6108,2436,15.74,21.42396078431375
6056,2408,0.06,1.576039215686251
1748,2408,0.06,8.423960784313749
1304,2434,14.23,11.42396078431375
1151,2415,3.04,18.42396078431375
6271,2424,9.81,18.42396078431375
6254,2401,0.04,2.576039215686251
6089,2401,0.2,2.576039215686251
1979,2426,16.395,17.42396078431375
6453,2419,16.54,26.42396078431375
6166,2394,0.04,2.576039215686251
6129,2394,0.06,2.576039215686251
5697,2410,8.050000000000001,7.423960784313749
5604,2409,5.525,16.42396078431375
4481,2521,186.465,2.576039215686251
480,2424,18.005,23.42396078431375
6633,2394,2.255,11.42396078431375
6272,2386,0.3,2.576039215686251
5529,2438,39.985,3.423960784313749
1092,2398,6.615,15.42396078431375
521,2399,2.7,19.42396078431375
6246,2379,0.06,2.576039215686251
1038,2379,0.06,9.423960784313749
815,2388,1.045,11.42396078431375
6115,2372,0.04,1.576039215686251
6049,2382,3.035,9.423960784313749
5757,2395,13.75,16.42396078431375
5130,2410,27.28,21.42396078431375
2952,2400,45.415,16.42396078431375
244,2385,2.065,17.42396078431375
6393,2364,0.06,0.4239607843137492
6188,2364,0.08,1.576039215686251
6173,2364,0.06,2.576039215686251
3683,2379,7.015,12.42396078431375
3104,2375,2.65,14.42396078431375
1178,2387,12.755,12.42396078431375
1046,2368,0.2,8.423960784313749
6268,2361,0.3,2.576039215686251
6063,2357,0.06,1.576039215686251
4942,2387,9.98,18.42396078431375
529,2363,0.71,12.42396078431375
6522,2354,0.455,6.423960784313749
6261,2350,0.04,2.576039215686251
6115,2350,0.04,1.576039215686251
759,2385,24.305,30.42396078431375
406,2368,8.449999999999999,21.42396078431375
6955,2363,11.295,13.42396078431375
6151,2342,0.09,1.576039215686251
5950,2373,19.645,5.423960784313749
4621,2350,2.395,9.423960784313749
3573,2372,25.84,30.42396078431375
3188,2368,17.63,23.42396078431375
2071,2370,14.42,17.42396078431375
354,2347,1.145,17.42396078431375
6273,2340,0.485,2.576039215686251
4972,2353,7.73,8.423960784313749
4867,2351,12.64,11.42396078431375
3045,2354,15.18,25.42396078431375
6858,2363,28.915,25.42396078431375
5661,2328,0.04,0.4239607843137492
5369,2331,0.18,10.42396078431375
4419,2354,17.91,14.42396078431375
3732,2389,41.95,16.42396078431375
300,2328,0.04,12.42396078431375
6762,2356,32.97,21.42396078431375
6290,2320,0.09,2.576039215686251
1195,2327,0.875,1.423960784313749
524,2331,5.71,20.42396078431375
278,2320,0.06,9.423960784313749
6201,2324,3.095,12.42396078431375
6115,2313,0.04,1.576039215686251
5767,2334,7.005,11.42396078431375
5714,2348,28.455,12.42396078431375
3320,2340,22.93,23.42396078431375
1676,2333,12.025,16.42396078431375
6165,2322,3.715,13.42396078431375
4703,2452,305.69,3.576039215686251
3557,2311,1.025,10.42396078431375
1607,2336,21.4,20.42396078431375
1481,2330,16.22,21.42396078431375
6335,2331,21.125,17.42396078431375
6276,2298,0.06,2.576039215686251
6239,2298,0.07000000000000001,2.576039215686251
6225,2360,34.295,3.576039215686251
2860,2335,24.385,23.42396078431375
6261,2291,0.04,2.576039215686251
5288,2345,51.89,12.42396078431375
4779,2311,13.1,14.42396078431375
2794,2291,0.04,1.576039215686251
1289,2316,15.53,19.42396078431375
869,2324,30.905,19.42396078431375
6224,2284,0.06,2.576039215686251
2318,2284,0.06,1.576039215686251
1045,2315,13.99,10.42396078431375
632,2323,19.48,20.42396078431375
342,2291,3.04,14.42396078431375
6026,2315,46.17,24.42396078431375
4478,2310,30.32,25.42396078431375
1357,2298,14.2,12.42396078431375
6167,2274,0.385,1.576039215686251
5829,2287,8.960000000000001,14.42396078431375
5698,2283,6.22,10.42396078431375
5636,2297,16.855,10.42396078431375
5516,2290,10.32,17.42396078431375
3743,2276,0.51,8.423960784313749
6261,2262,0.04,2.576039215686251
3768,2273,2.97,12.42396078431375
3100,2296,25.765,30.42396078431375
981,2278,10.965,21.42396078431375
6283,2258,0.18,2.576039215686251
5881,2278,13.285,11.42396078431375
304,2273,9.880000000000001,16.42396078431375
6396,2279,21.435,17.42396078431375
6332,2270,9.625,15.42396078431375
6202,2247,0.09,1.576039215686251
6128,2269,16.66,21.42396078431375
5467,2260,7.32,10.42396078431375
5273,2247,0.09,13.42396078431375
253,2251,1.045,12.42396078431375
6178,2245,0.515,0.5760392156862508
6001,2260,11.035,11.42396078431375
5312,2242,0.365,13.42396078431375
2852,2240,0.06,0.4239607843137492
483,2281,20.895,11.42396078431375
6945,2244,2.4,9.423960784313749
6838,2251,10.25,20.42396078431375
3555,2260,15.78,8.423960784313749
1572,2233,0.06,2.423960784313749
106,2235,1.19,20.42396078431375
4947,2250,24.725,10.42396078431375
2739,2225,0.3,1.576039215686251
1471,2249,12.4,12.42396078431375
4800,2254,29.385,12.42396078431375
4297,2226,1.845,6.423960784313749
2297,2218,0.04,1.576039215686251
6884,2235,11.01,10.42396078431375
5838,2232,13.54,25.42396078431375
4535,2243,30.475,17.42396078431375
2781,2224,7.59,2.576039215686251
2721,2211,0.04,1.576039215686251
2662,2211,0.06,1.576039215686251
2304,2211,0.04,1.576039215686251
1096,2239,19.43,22.42396078431375
208,2214,0.8100000000000001,16.42396078431375
5653,2219,8.18,16.42396078431375
613,2219,3.56,6.423960784313749
5946,2218,15.47,20.42396078431375
4893,2196,0.04,1.576039215686251
4203,2229,19.235,17.42396078431375
3441,2232,25.22,26.42396078431375
2289,2196,0.06,1.576039215686251
1824,2227,33.96,20.42396078431375
841,2207,4.23,12.42396078431375
439,2196,0.04,6.423960784313749
5569,2207,10.735,22.42396078431375
5292,2192,0.9,15.42396078431375
4819,2203,6.195,6.423960784313749
2757,2189,0.06,1.576039215686251
2640,2189,0.06,2.576039215686251
1635,2244,29.39,10.42396078431375
665,2222,16.69,13.42396078431375
640,2196,1.7,6.423960784313749
6934,2196,8.414999999999999,9.423960784313749
6315,2204,15.93,19.42396078431375
5054,2252,44.96,4.423960784313749
4904,2181,0.3,2.576039215686251
2692,2181,0.06,1.576039215686251
2824,2186,3.255,1.576039215686251
2648,2174,0.04,1.576039215686251
1269,2192,3.9,2.423960784313749
1204,2220,25.135,20.42396078431375
949,2204,19.54,23.42396078431375
6167,2190,22.025,18.42396078431375
2809,2170,0.18,1.576039215686251
1383,2199,38.345,23.42396078431375
3594,2179,7.505,6.423960784313749
2874,2160,0.06,1.576039215686251
2684,2160,0.06,1.576039215686251
6445,2160,2.425,8.423960784313749
5568,2162,2.745,8.423960784313749
436,2169,8.609999999999999,10.42396078431375
73,2162,2.865,20.42396078431375
6773,2149,0.2,8.423960784313749
4908,2145,0.04,1.576039215686251
3712,2199,38.905,10.42396078431375
2684,2145,0.06,1.576039215686251
2765,2144,0.05,1.576039215686251
6852,2153,7.835,12.42396078431375
6521,2205,75.485,17.42396078431375
3513,2165,16.275,31.42396078431375
2692,2138,0.04,1.576039215686251
2648,2138,0.04,1.576039215686251
1683,2167,30.825,23.42396078431375
840,2159,14.945,22.42396078431375
773,2156,9.9,16.42396078431375
667,2152,8.15,15.42396078431375
3822,2225,71.985,3.576039215686251
3679,2130,0.06,6.423960784313749
2899,2197,53.085,16.42396078431375
6824,2127,0.2,6.423960784313749
5724,2171,39.835,15.42396078431375
4866,2154,11.17,2.576039215686251
4685,2147,18.495,16.42396078431375
4225,2150,19.535,18.42396078431375
401,2140,7.96,12.42396078431375
6853,2116,0.06,3.423960784313749
6138,2130,6.86,5.423960784313749
5519,2146,27.445,19.42396078431375
5094,2139,15,11.42396078431375
3354,2157,20.615,24.42396078431375
89,2123,0.53,16.42396078431375
6758,2108,0.09,3.423960784313749
6376,2147,31.3,10.42396078431375
4835,2112,0.2,1.576039215686251
4787,2138,15.445,16.42396078431375
4308,2108,0.06,7.423960784313749
2588,2108,0.08,2.576039215686251
571,2159,25.655,9.423960784313749
5268,2109,2.625,19.42396078431375
4971,2141,40.9,22.42396078431375
4604,2118,8.16,13.42396078431375
505,2108,2.555,10.42396078431375
6352,2103,1.045,4.423960784313749
6158,2099,0.49,3.423960784313749
1465,2125,18.155,18.42396078431375
3633,2120,20.66,22.42396078431375
2684,2086,0.09,1.576039215686251
124,2086,0.06,14.42396078431375
6255,2084,1.295,5.423960784313749
5584,2079,0.18,8.423960784313749
5015,2087,4.085,9.423960784313749
4646,2102,9.654999999999999,10.42396078431375
2801,2079,0.09,1.576039215686251
2064,2104,18.46,22.42396078431375
5630,2087,6.365,16.42396078431375
3196,2096,17.915,27.42396078431375
4677,2073,4.98,12.42396078431375
4372,2098,55.99,11.42396078431375
2757,2068,0.3,1.576039215686251
2717,2064,0.3,1.576039215686251
2629,2064,0.27,1.576039215686251
5395,2070,9.9,22.42396078431375
2677,2057,0.04,1.576039215686251
466,2076,10.95,17.42396078431375
67,2064,0.5600000000000001,18.42396078431375
5743,2066,5.805,8.423960784313749
1508,2072,16.785,20.42396078431375
627,2075,14.275,17.42396078431375
4846,2069,19.74,17.42396078431375
4483,2043,0.7,10.42396078431375
1960,2046,0.2,4.423960784313749
246,2048,2.555,19.42396078431375
6918,2070,21,16.42396078431375
6066,2074,15.57,4.423960784313749
4988,2035,0.06,5.423960784313749
3908,2063,14.81,9.423960784313749
5977,2078,65.125,18.42396078431375
1951,2194,214.065,5.423960784313749
1770,2028,0.04,5.423960784313749
